name,GALEX_NUV,WISE_3.4,SPIRE_250,t,type,n,q
ESO560-004,,0.10218178592800001,4.0779837602099995,4.2,1,1.53,0.22
UGC03960,3.1007204853200003E-4,0.021766486091,0.0221494061002,-4.8,0,7.32,0.76
ESO493-016,0.422965625478,0.141310116446,15.330795816199998,4.0,1,1.66,0.63
NGC2480,,0.08398437301589999,0.7147706099719999,9.3,1,3.92,0.38
NGC2481,,0.08173317295060001,0.592365255704,-0.3,0,2.96,0.28
ESO209-009,,0.408012348864,25.7407209591,6.1,1,1.38,0.14
IC2233,0.00785036860036,0.0331646357718,0.9186827447799999,6.5,1,1.24,0.11
NGC2549,0.0011055809609100001,0.218720797351,0.28167857708599997,-2.0,0,4.22,0.35
UGC04305,0.047718831987,0.0861212443802,2.28009401517,9.9,1,0.76,0.72
NGC2577,4.20354703992E-4,0.08685518172779999,0.0290311596869,-2.9,0,3.94,0.51
NGC2592,3.91912130891E-4,0.072276285592,-0.254096940635,-4.8,0,4.3,0.86
ESO495-021,,0.136655479431,7.142757463989999,-2.6,0,4.97,0.78
UGC04483,0.00194451453897,0.00150254640091,0.158139900641,9.8,1,0.45,0.41
UGC04551,3.04070359315E-4,0.0669698621687,0.0012343042795699998,-1.9,0,4.16,0.61
UGC04549,0.0019567530384800003,0.0247670862671,1.9307934645099998,7.6,1,0.75,0.81
NGC2679,4.34669028237E-4,0.054417085220599994,-0.0326844360787,-1.9,0,3.63,0.85
NGC2685,0.00338959416732,0.159370998855,3.38599149287,-1.0,0,3.6,0.38
NGC2655,0.00443910291775,0.617990182502,6.167383339550001,0.1,0,7.26,0.75
UGC04684,0.00257883752601,0.0220119429771,0.633037123196,7.3,1,,
NGC2764,0.00112105307403,0.0520706947169,3.6538719342699997,-1.7,0,1.34,0.37
NGC2768,0.0037178673960900003,0.629722135419,0.019766087055799998,-4.4,0,3.89,0.47
NGC2778,3.43834607246E-4,0.0532069008655,-0.0320626435793,-4.7,0,3.7,0.76
NGC2798,0.00186135744797,0.0975340416118,7.161021060739999,1.1,1,4.6,0.6
NGC2799,0.0015269108193299997,0.013669792730799999,0.780763619323,8.5,1,2.43,0.25
NGC2787,0.00205500716772,0.42475350137400003,-0.190267637746,-1.0,0,3.59,0.68
IC2461,,0.04286345228900001,2.43549335626,3.3,1,1.97,0.13
NGC2841,0.0201739576353,1.37755738786,33.2691398969,2.9,1,3.08,0.48
NGC2853,0.00139541991808,0.0131216504375,0.8150332460070001,-0.7,0,1.98,0.46
NGC2859,0.00141620532025,0.269543780471,1.28358564149,-1.2,0,6.9,0.82
NGC2915,0.0179792501114,0.056335401026,0.9364727585349999,1.6,1,1.48,0.58
NGC2907,0.00113176201341,0.208504666303,1.39161236659,1.0,1,5.75,0.54
PGC027066,2.76304652079E-4,0.00368015409287,0.254558403875,6.9,1,0.98,0.17
ESO373-008,,0.12948045153100002,9.76695359327,6.1,1,1.43,0.15
UGC05139,0.0054132777417,0.011528120481499999,-0.11226271504100001,9.9,1,0.58,1.0
NGC2974,0.0025896874259,0.828213848329,2.28002030528,-4.3,0,4.57,0.59
NGC2950,0.00157900210706,0.245196809588,0.293716494733,-1.9,0,5.71,0.66
PGC090942,2.1106761505300002E-4,0.0015877929507300001,-0.0107555269673,5.9,1,3.52,0.07
NGC2992,0.00433127209634,0.158114660307,5.52414354342,0.9,1,5.02,0.4
NGC2993,0.010730737353499999,0.046708266923500004,4.181487611830001,1.2,1,2.98,0.89
